Id,Manufacturer,Model,Prod_Year,Category,Leather_Interioe,Fuel_Type,Engine Volume,Kilometers_Driven,Gear_Box_Type,Drive_Wheel,Selling_Date,Wheel,Color,Airbags,Price
45625167,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518,Automatic,Front,04-05-2023,Left wheel,White,12,36070
45801722,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,89323,Automatic,Front,04-05-2023,Left wheel,Silver,4,185310
45730788,HYUNDAI,Elantra,2016,Sedan,Yes,CNG,1.6,31006,Automatic,Front,04-05-2023,Left wheel,White,4,185030
44214266,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.5,17300,Tiptronic,Front,04-05-2023,Left wheel,Black,12,454730
45790978,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,127355,Automatic,Front,04-05-2023,Left wheel,Black,0,266570
45772397,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,115974,Automatic,Front,04-05-2023,Left wheel,White,12,45470
45803446,HYUNDAI,Sonata,2016,Sedan,Yes,CNG,2,363661,Automatic,Front,04-05-2023,Left wheel,Silver,4,112900
45790471,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,185600,Tiptronic,Front,04-05-2023,Left wheel,Carnelian red,8,103490
45634652,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,176000,Automatic,Front,04-05-2023,Left wheel,Golden,6,141130
45792898,CHEVROLET,Cruze,2016,Sedan,Yes,Diesel,1.6,32986,Automatic,Front,04-05-2023,Left wheel,Silver,4,125410
45816062,BMW,328,2014,Sedan,Yes,Petrol,2.0 Turbo,23302,Tiptronic,Rear,04-05-2023,Left wheel,White,4,291660
45807258,BMW,730 3.0,2002,Sedan,Yes,Diesel,3.0 Turbo,300000,Automatic,Rear,04-05-2023,Left wheel,Silver,8,116040
45762376,KIA,Optima,2013,Sedan,Yes,Petrol,2,142661,Automatic,Front,04-05-2023,Left wheel,Silver,12,29010
45810251,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,38400,Tiptronic,Front,04-05-2023,Left wheel,Black,6,363790
45775907,MERCEDES-BENZ,C 180,2000,Sedan,Yes,Petrol,1.8,65865,Manual,Rear,04-05-2023,Left wheel,Grey,6,141130
45798501,BMW,X6,2009,Jeep,Yes,Petrol,4.8 Turbo,,Tiptronic,4x4,04-05-2023,Left wheel,Black,12,376330
45796982,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,45780,Automatic,Front,04-05-2023,Left wheel,Black,4,261960
45793185,CHEVROLET,Matiz,2010,Sedan,Yes,Petrol,1,130089,Automatic,Front,04-05-2023,Left wheel,Black,4,58020
45776593,MITSUBISHI,Colt,2003,Sedan,No,Petrol,1.5,175000,Tiptronic,Front,04-05-2023,Right-hand drive,Black,2,53700
44901102,BMW,328,2016,Sedan,Yes,Petrol,2.0 Turbo,32000,Automatic,Rear,04-05-2023,Left wheel,Black,10,360650
45651099,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798,Automatic,Front,04-05-2023,Left wheel,White,12,54880
45816011,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,40122,Automatic,Front,04-05-2023,Left wheel,Grey,12,111330
45725872,SSANGYONG,Actyon,2010,Sedan,Yes,Diesel,2,152937,Automatic,Front,04-05-2023,Left wheel,Red,4,148210
45793073,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.8,67293,Automatic,Front,04-05-2023,Left wheel,White,4,70660
45732561,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,91393,Automatic,Front,04-05-2023,Left wheel,Silver,4,109760
45803152,HYUNDAI,Sonata,2014,Sedan,Yes,CNG,2,374141,Automatic,Front,04-05-2023,Left wheel,Silver,4,100360
45804422,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,65731,Automatic,Front,04-05-2023,Left wheel,Red,4,252640
45796571,MERCEDES-BENZ,E 230,1998,Sedan,Yes,CNG,2.3,200000,Automatic,Rear,04-05-2023,Left wheel,Green,4,81540
45797425,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,84669,Automatic,Front,04-05-2023,Left wheel,Silver,4,249320
45802865,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,155797,Automatic,Front,04-05-2023,Left wheel,White,4,486970
45773628,TOYOTA,RAV 4,2013,Jeep,Yes,Petrol,2.5,59000,Automatic,4x4,04-05-2023,Left wheel,Black,0,282250
45539065,TOYOTA,Prius C,2015,Sedan,No,Hybrid,1.5,88000,Automatic,Front,04-05-2023,Left wheel,White,10,175620
45779744,MERCEDES-BENZ,E 500,2002,Sedan,Yes,CNG,5,315000,Tiptronic,Rear,04-05-2023,Left wheel,Blue,10,78400
45810590,CHEVROLET,Orlando,2015,Jeep,Yes,CNG,2,33333,Automatic,Front,04-05-2023,Left wheel,Grey,4,167780
45804260,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,151591,Automatic,Front,04-05-2023,Left wheel,White,4,247090
45709486,BMW,X5 M,2005,Jeep,Yes,Petrol,4.4,,Tiptronic,4x4,04-05-2023,Left wheel,Black,12,56450
45768532,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821,Automatic,4x4,04-05-2023,Left wheel,Black,0,398290
45811575,MERCEDES-BENZ,S 550 áƒ°áƒ˜áƒ‘áƒ áƒ˜áƒ“áƒ˜,2010,Sedan,Yes,Petrol,4.7,688000,Tiptronic,Rear,04-05-2023,Left wheel,Black,12,542550
37374797,MERCEDES-BENZ,CLS 350,2004,Sedan,Yes,Petrol,3.5,211288,Tiptronic,Rear,04-05-2023,Left wheel,Black,6,166210
45742210,MERCEDES-BENZ,ML 350,2010,Jeep,Yes,Diesel,3,124000,Tiptronic,4x4,04-05-2023,Left wheel,Grey,10,310470
45667982,FORD,Fusion,2014,Sedan,No,Hybrid,2,180800,Automatic,Front,04-05-2023,Left wheel,White,8,203850
45786851,FORD,Fiesta,2016,Sedan,No,Petrol,1.6,,Automatic,Front,04-05-2023,Left wheel,Silver,8,156770
45660246,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619,Automatic,4x4,04-05-2023,Left wheel,Black,12,139560
45804358,JEEP,Compass,2009,Jeep,Yes,Petrol,2.4,163866,Automatic,Front,04-05-2023,Left wheel,Red,4,156930
45797061,FORD,Fusion,2013,Sedan,Yes,Petrol,2.0 Turbo,137000,Tiptronic,Front,04-05-2023,Left wheel,Grey,12,210120
45758569,SUBARU,XV,2013,Jeep,Yes,Hybrid,2,,Automatic,4x4,04-05-2023,Right-hand drive,White,6,235210
43073652,MERCEDES-BENZ,G 350,2013,Jeep,Yes,Diesel,3.0 Turbo,94000,Automatic,4x4,04-05-2023,Left wheel,Black,6,1944380
44615609,BMW,525,2003,Sedan,Yes,Petrol,2.5,7777787,Manual,Rear,04-05-2023,Left wheel,Silver,10,134850
45759860,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339,Automatic,4x4,04-05-2023,Left wheel,Black,,24300
45798422,MITSUBISHI,Outlander 2.0,2004,Jeep,Yes,CNG,2,223123,Tiptronic,Front,04-05-2023,Right-hand drive,White,4,25000
45781420,NISSAN,Juke,2012,Jeep,No,Petrol,1.6 Turbo,100000,Automatic,4x4,04-05-2023,Left wheel,Red,8,194440
45808887,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,66901,Automatic,Front,04-05-2023,Left wheel,Blue,4,751600
45805830,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8 Turbo,108000,Tiptronic,Front,04-05-2023,Left wheel,Black,12,203850
45816510,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,90000,Tiptronic,Front,04-05-2023,Left wheel,Silver,10,172490
45755876,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,1.8 Turbo,80000,Tiptronic,Front,04-05-2023,Left wheel,Grey,8,178760
45730032,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,113368,Automatic,Front,04-05-2023,Left wheel,White,4,247090
45683077,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,990000,Tiptronic,Front,04-05-2023,Left wheel,Silver,6,150530
45816384,HYUNDAI,Tucson,2016,Jeep,Yes,Petrol,1.6,27000,Tiptronic,4x4,04-05-2023,Left wheel,White,12,492370
45649077,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,95541,Automatic,Rear,04-05-2023,Left wheel,Black,0,392010
45810316,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,131082,Automatic,Front,04-05-2023,Left wheel,Silver,4,214100
45730489,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,151949,Automatic,Front,04-05-2023,Left wheel,Black,4,240290
45768671,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,55000,Tiptronic,4x4,04-05-2023,Left wheel,Black,12,1332840
44775630,NISSAN,Pathfinder,2012,Jeep,Yes,Petrol,4,170000,Automatic,4x4,04-05-2023,Left wheel,Black,12,266570
45733460,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,63687,Automatic,Front,04-05-2023,Left wheel,Grey,4,446080
45801903,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,20388,Automatic,Front,04-05-2023,Left wheel,White,4,370660
45803264,HYUNDAI,Sonata,2012,Sedan,Yes,CNG,2,91416,Automatic,Front,04-05-2023,Left wheel,Silver,4,76830
45770236,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,88475,Automatic,4x4,04-05-2023,Left wheel,White,0,37630
45730547,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,98164,Automatic,Front,04-05-2023,Left wheel,White,4,194160
45781966,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,166400,Tiptronic,Front,04-05-2023,Left wheel,Grey,8,266570
45471696,OPEL,Zafira,2010,Minivan,No,Diesel,1.7 Turbo,176000,Manual,Front,04-05-2023,Left wheel,Silver,10,137990
45792246,KIA,Optima,2016,Sedan,Yes,Petrol,2,29112,Automatic,Front,04-05-2023,Left wheel,White,4,202280
45757300,TOYOTA,Sienna,2017,Sedan,Yes,Petrol,3.5,109981,Automatic,Front,04-05-2023,Left wheel,Silver,12,111330
45785883,MINI,Countryman,2014,Jeep,Yes,Petrol,1.6 Turbo,51700,Tiptronic,Front,04-05-2023,Left wheel,Red,,297930
45729971,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,61551,Automatic,Front,04-05-2023,Left wheel,Black,4,438680
45732678,HYUNDAI,Sonata,2015,Sedan,Yes,CNG,2,,Automatic,Front,04-05-2023,Left wheel,White,4,94180
45770556,NISSAN,Note,2005,Sedan,No,Petrol,1.5,16302,Automatic,Front,04-05-2023,Right-hand drive,White,4,84670
45689137,NISSAN,Pathfinder,2006,Jeep,Yes,Petrol,4,188200,Automatic,4x4,04-05-2023,Left wheel,Silver,,134850
45788902,NISSAN,Serena,2002,Minivan,No,CNG,2.5,170000,Automatic,Front,04-05-2023,Right-hand drive,White,6,76830
45803215,HYUNDAI,Sonata,2015,Sedan,Yes,CNG,2,571321,Automatic,Front,04-05-2023,Left wheel,White,4,109760
45744769,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,86382,Automatic,Front,04-05-2023,Left wheel,Silver,4,57390
45803441,HYUNDAI,Sonata,2014,Sedan,Yes,CNG,2,60850,Automatic,Front,04-05-2023,Left wheel,Silver,4,105150
45186186,FORD,Fusion,2010,Sedan,No,Hybrid,2.5,68200,Automatic,Front,04-05-2023,Left wheel,Black,,141130
45802250,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,169109,Automatic,Front,04-05-2023,Left wheel,Yellow,4,359020
45788238,TOYOTA,Harrier,1998,Jeep,No,Petrol,3,220000,Automatic,Front,04-05-2023,Right-hand drive,Black,4,53310
45733604,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,51106,Automatic,Front,04-05-2023,Left wheel,White,4,736200
45804225,JAGUAR,XF,2013,Sedan,Yes,Diesel,2.2,71201,Automatic,Front,04-05-2023,Left wheel,White,4,384450
45797813,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,65625,Automatic,Front,04-05-2023,Left wheel,Silver,4,152100
45783332,BMW,X6 M,2009,Sedan,Yes,Petrol,3.0 Turbo,170000,Tiptronic,4x4,04-05-2023,Left wheel,Black,,435920
45730842,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,35398,Automatic,Front,04-05-2023,Left wheel,Blue,4,441340
45796525,TOYOTA,Camry se,2013,Sedan,Yes,Petrol,2.5,115123,Tiptronic,Front,04-05-2023,Left wheel,Black,,219530
45789877,SSANGYONG,Kyron,2007,Jeep,Yes,Diesel,2.7,74944,Automatic,Front,04-05-2023,Left wheel,White,4,43910
45806382,MITSUBISHI,Outlander,2018,Jeep,Yes,Hybrid,2,59674,Automatic,4x4,04-05-2023,Left wheel,Black,12,219530
45816606,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,33693,Automatic,Front,04-05-2023,Left wheel,Silver,12,297930
45091593,SKODA,Octavia,2009,Sedan,No,Petrol,1.6,157000,Manual,Front,04-05-2023,Left wheel,White,8,108200
45803405,HYUNDAI,Sonata,2012,Sedan,Yes,CNG,2,85471,Automatic,Front,04-05-2023,Left wheel,Silver,4,68990
45766902,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,120000,Automatic,Front,04-05-2023,Left wheel,Carnelian red,6,203850
45765564,TOYOTA,Corolla,2017,Sedan,Yes,Petrol,1.8,22989,Automatic,Front,04-05-2023,Left wheel,Silver,12,48610
45793210,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,53434,Automatic,Front,04-05-2023,Left wheel,Black,4,59270
44764589,TOYOTA,Sequoia,2008,Jeep,Yes,Petrol,5.7,244800,Tiptronic,Front,04-05-2023,Left wheel,Black,9,279110
45546312,MITSUBISHI,Pajero,2000,Jeep,No,CNG,3.5,287745,Automatic,4x4,04-05-2023,Right-hand drive,Silver,4,78400
45801339,VOLKSWAGEN,Passat,2006,Sedan,Yes,Petrol,2.0 Turbo,200000,Tiptronic,Front,04-05-2023,Left wheel,Black,6,106630
45523752,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,78424,Automatic,Front,04-05-2023,Left wheel,Red,12,54880
43973731,NISSAN,Juke,2012,Jeep,No,Petrol,1.6,95000,Automatic,Front,04-05-2023,Left wheel,White,12,213260
45798224,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,36470,Automatic,Front,04-05-2023,Left wheel,Grey,4,344060
45804759,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,125230,Automatic,Front,04-05-2023,Left wheel,Black,4,351400
45210294,LAND ROVER,Range Rover,1996,Jeep,Yes,Diesel,2.5 Turbo,888888,Manual,4x4,04-05-2023,Left wheel,Blue,0,141130
45816007,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,232982,Automatic,Front,04-05-2023,Left wheel,Grey,12,42340
45785310,TOYOTA,RAV 4,2015,Jeep,No,Petrol,2.5,60800,Tiptronic,4x4,04-05-2023,Left wheel,Grey,8,407690
45788844,TOYOTA,RAV 4,2016,Jeep,No,Hybrid,2.5,30402,Tiptronic,4x4,04-05-2023,Left wheel,Blue,6,470420
45809013,FORD,Explorer,2011,Jeep,Yes,Petrol,3.5,100741,Automatic,Front,04-05-2023,Left wheel,Black,4,507670
45802121,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,45252,Automatic,Front,04-05-2023,Left wheel,White,4,156490
45763311,FORD,Fusion,2014,Sedan,Yes,Petrol,2.5,182963,Automatic,Front,04-05-2023,Left wheel,Black,12,29010
43933108,HYUNDAI,IX35,2011,Jeep,No,Petrol,2,52000,Automatic,4x4,04-05-2023,Left wheel,Black,6,301070
45730380,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,145221,Automatic,Front,04-05-2023,Left wheel,Black,4,182400
45648333,HONDA,Cr-v,2002,Jeep,No,Petrol,2,168000,Manual,4x4,04-05-2023,Right-hand drive,Green,4,97220
45018497,NISSAN,Tiida 2008,2008,Sedan,No,Petrol,1.5,167000,Automatic,Front,04-05-2023,Right-hand drive,White,8,100360
44019921,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,108000,Automatic,Rear,04-05-2023,Left wheel,Silver,8,169350
45759408,NISSAN,X-Terra,2003,Jeep,No,CNG,3.3,300000,Manual,4x4,04-05-2023,Left wheel,Silver,2,109760
45805854,KIA,Sportage,2016,Jeep,Yes,Diesel,2.0 Turbo,27000,Tiptronic,Front,04-05-2023,Left wheel,Black,8,533140
45729831,VOLKSWAGEN,Jetta,2012,Sedan,No,Petrol,2,66098,Tiptronic,Front,04-05-2023,Left wheel,Silver,12,79970
45414687,FORD,Fiesta,2015,Sedan,No,Petrol,1.6,56199,Automatic,Front,04-05-2023,Left wheel,Red,12,166210
45789932,KIA,Picanto,2010,Sedan,Yes,Petrol,1,,Automatic,Front,04-05-2023,Left wheel,White,4,62690
45592197,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,17000,Automatic,Front,04-05-2023,Left wheel,Black,12,517460
45641362,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912,Automatic,Front,04-05-2023,Left wheel,White,12,37630
45803291,HYUNDAI,Sonata,2015,Sedan,Yes,CNG,2,50534,Automatic,Front,04-05-2023,Left wheel,Silver,4,147400
45730717,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,135378,Automatic,Front,04-05-2023,Left wheel,White,4,166210
45810452,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,148101,Automatic,Front,04-05-2023,Left wheel,Grey,4,208460
45803161,HYUNDAI,Sonata,2012,Sedan,Yes,CNG,2,255800,Automatic,Front,04-05-2023,Left wheel,Silver,4,121430
45717975,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,165000,Automatic,Front,04-05-2023,Left wheel,Black,12,172490
45730655,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,88400,Automatic,Front,04-05-2023,Left wheel,White,4,307400
45732772,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,179307,Automatic,Front,04-05-2023,Left wheel,Silver,4,151320
45772623,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186,Automatic,Front,04-05-2023,Left wheel,Grey,12,95650
45813508,BMW,328,2016,Sedan,Yes,Petrol,2,51930,Automatic,Rear,04-05-2023,Left wheel,Black,12,31360
45520825,NISSAN,Sentra,2013,Sedan,No,Petrol,1.8,134400,Automatic,Front,04-05-2023,Left wheel,Carnelian red,8,178760
45809727,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,170872,Automatic,Front,04-05-2023,Left wheel,Grey,4,98320
45804617,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,44844,Automatic,Front,04-05-2023,Left wheel,Black,4,526960
45733592,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,40808,Automatic,Front,04-05-2023,Left wheel,Black,4,674040
44096646,MERCEDES-BENZ,GL 550,2008,Jeep,Yes,Petrol,5.5,134000,Tiptronic,4x4,04-05-2023,Left wheel,Black,12,282250
45798348,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8 Turbo,85000,Automatic,Rear,04-05-2023,Left wheel,Silver,8,294790
45798552,TOYOTA,Prius,2016,Sedan,Yes,Hybrid,1.8,158000,Automatic,Front,04-05-2023,Left wheel,Grey,12,360650
45794333,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,91000,Automatic,Front,04-05-2023,Left wheel,Black,10,235210
45635258,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912,Automatic,Front,04-05-2023,Left wheel,White,12,37630
45647995,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542,Automatic,4x4,04-05-2023,Left wheel,White,12,20380
45768597,NISSAN,Frontier,2017,Sedan,Yes,Petrol,2.5,33899,Automatic,Rear,04-05-2023,Left wheel,Grey,12,42340
45661931,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005,Automatic,4x4,04-05-2023,Left wheel,Silver,12,133280
45773855,GMC,Yukon,2019,Sedan,Yes,Petrol,6.2,11325,Automatic,Front,04-05-2023,Left wheel,White,12,357520
45495802,MITSUBISHI,Outlander,2011,Jeep,No,Petrol,2.4,141000,Tiptronic,Front,04-05-2023,Left wheel,Silver,16,194440
44788383,CHEVROLET,Cruze LT,2018,Sedan,No,Petrol,1.4 Turbo,33548,Automatic,Front,04-05-2023,Left wheel,Silver,8,161510
45804076,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,16431,Automatic,Front,04-05-2023,Left wheel,White,4,452100
45810462,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,258076,Automatic,Front,04-05-2023,Left wheel,White,4,142940
45801521,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,170713,Automatic,Front,04-05-2023,Left wheel,White,4,141660
45760336,NISSAN,Teana,2004,Sedan,No,Petrol,2.3,230000,Automatic,Front,04-05-2023,Left wheel,White,4,78400
45733439,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,33555,Automatic,Front,04-05-2023,Left wheel,Grey,4,488730
45538177,HONDA,Odyssey,2006,Minivan,Yes,CNG,3.5,280000,Automatic,Front,04-05-2023,Left wheel,Grey,14,109760
45806436,TOYOTA,Camry,2013,Sedan,No,Petrol,2.5,22400,Tiptronic,Front,04-05-2023,Left wheel,White,8,203850
45110033,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,105000,Automatic,Rear,04-05-2023,Left wheel,Sky blue,12,244620
45784789,TOYOTA,Prius C,2012,Sedan,Yes,Hybrid,1.5,83200,Automatic,Front,04-05-2023,Left wheel,Grey,8,197570
45730307,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,80425,Automatic,Front,04-05-2023,Left wheel,White,4,338230
45732676,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,,Automatic,Front,04-05-2023,Left wheel,Black,4,135890
45785882,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,104000,Tiptronic,Front,04-05-2023,Left wheel,Silver,6,244620
44531804,MERCEDES-BENZ,GLA 250,2016,Jeep,Yes,Petrol,2.0 Turbo,87091,Tiptronic,Front,04-05-2023,Left wheel,Grey,10,539410
45804766,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,108782,Automatic,Front,04-05-2023,Left wheel,Silver,4,349050
44419369,NISSAN,Juke,2011,Jeep,No,Petrol,1.6 Turbo,158000,Tiptronic,4x4,04-05-2023,Left wheel,Black,4,172490
45809078,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,159634,Automatic,Front,04-05-2023,Left wheel,Silver,4,50180
45802166,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,146216,Automatic,Front,04-05-2023,Left wheel,Silver,4,307500
45488866,KIA,Optima,2015,Sedan,No,Petrol,2.4,68000,Tiptronic,Front,04-05-2023,Left wheel,Grey,10,156810
45798205,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,176869,Automatic,Front,04-05-2023,Left wheel,Silver,4,121400
45780222,TOYOTA,CHR,2017,Jeep,No,Petrol,2,56000,Tiptronic,Front,04-05-2023,Left wheel,Blue,0,445330
45790559,MERCEDES-BENZ,A 190,2005,Sedan,Yes,Petrol,1.9,122000,Tiptronic,Front,04-05-2023,Left wheel,Green,4,62720
45812762,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,53310,Automatic,Front,04-05-2023,Left wheel,Black,12,81540
45768511,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976,Automatic,4x4,04-05-2023,Left wheel,White,0,815390
45550809,HYUNDAI,Santa FE,2010,Sedan,No,Petrol,2.4,170000,Tiptronic,Front,04-05-2023,Left wheel,Silver,10,244620
43844862,NISSAN,Altima,2006,Sedan,No,Petrol,2.5,160000,Automatic,Front,04-05-2023,Left wheel,Black,6,84670
45695724,VOLKSWAGEN,Jetta áƒ¡áƒžáƒáƒ áƒ¢,2015,Sedan,Yes,Petrol,1.8 Turbo,76800,Tiptronic,Front,04-05-2023,Left wheel,Grey,8,181890
45759761,MERCEDES-BENZ,E 220,1996,Sedan,No,Diesel,2.2,380000,Manual,Rear,04-05-2023,Left wheel,Green,4,75270
43009722,TOYOTA,Corolla LE,2015,Sedan,No,Petrol,1.8,68221,Automatic,Front,04-05-2023,Left wheel,White,6,194440
45797677,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,115934,Automatic,Front,04-05-2023,Left wheel,Black,4,200050
45810154,CHEVROLET,Lacetti,2009,Sedan,Yes,Petrol,1.6,132000,Automatic,Front,04-05-2023,Left wheel,Grey,4,103810
45733021,HYUNDAI,Sonata,2016,Sedan,Yes,CNG,2,235261,Automatic,Front,04-05-2023,Left wheel,Silver,4,156810
45797311,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,130658,Automatic,Front,04-05-2023,Left wheel,White,4,119170
45782095,BMW,X5,2011,Jeep,Yes,Petrol,3.5 Turbo,176080,Tiptronic,4x4,04-05-2023,Left wheel,Black,12,200710
45726968,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,154162,Automatic,Front,04-05-2023,Left wheel,Blue,4,194160
45801570,HYUNDAI,Elantra,2016,Sedan,Yes,CNG,1.6,27477,Automatic,Front,04-05-2023,Left wheel,Grey,4,200710
45802780,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,240250,Automatic,Front,04-05-2023,Left wheel,Silver,4,139620
45782671,HONDA,FIT,2011,Sedan,No,Hybrid,1.3,122233,Tiptronic,Front,04-05-2023,Right-hand drive,Blue,0,75270
45795868,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,179520,Automatic,4x4,04-05-2023,Left wheel,Blue,8,439050
45729788,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,42202,Automatic,Front,04-05-2023,Left wheel,Grey,4,202440
45809589,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,156779,Automatic,Front,04-05-2023,Left wheel,Black,4,109580
45804585,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,114000,Automatic,Front,04-05-2023,Left wheel,Grey,4,211810
45791981,HONDA,Cr-v,2005,Jeep,No,Petrol,2.4,,Manual,4x4,04-05-2023,Left wheel,Black,6,159940
45802242,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,96893,Automatic,Front,04-05-2023,Left wheel,Silver,4,315810
45789784,MERCEDES-BENZ,C 180,1996,Sedan,No,Petrol,1.8,230000,Manual,Rear,04-05-2023,Left wheel,Red,2,65000
45802554,HYUNDAI,Santa FE,2019,Jeep,Yes,Petrol,3.8,21281,Automatic,Front,04-05-2023,Left wheel,White,4,1313080
45814878,BMW,328,2002,Sedan,No,Petrol,2.8,55556665,Manual,Rear,04-05-2023,Left wheel,Silver,6,90950
45816280,BMW,X5,2017,Jeep,Yes,Petrol,3,81658,Automatic,4x4,04-05-2023,Left wheel,White,12,169350
45803962,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,64259,Automatic,Front,04-05-2023,Left wheel,Grey,4,206360
45546549,KIA,Sorento,2013,Jeep,No,Petrol,2.4,208077,Automatic,Front,04-05-2023,Left wheel,Silver,7,254020
45803206,HYUNDAI,Sonata,2016,Sedan,Yes,CNG,2,410884,Automatic,Front,04-05-2023,Left wheel,White,4,199140
